Trial number,Protocol code,Title of the trial,Overall trial status,Location(s) and recruitment status,Age group,Age range secondary identifier,Gender,Number of participants enrolled,Trial region,Medical conditions,Therapeutic area,Trial phase,Product,Primary endpoint,Secondary endpoints,Decision date,Start date,End date,Global end of the trial,Trial results,Sponsor/Co-Sponsors,Sponsor type,Last updated
2024-517336-21-00,N/A,"Prospective, randomized, double-blind, placebo-controlled, single-center comparative trial evaluating oral Istradefylline 40 mg once daily for reducing microglial activation in the brain of patients with progressive multiple sclerosis (MS)","Authorised, recruitment pending","Finland:Authorised, recruitment pending",18-64 years,N/A,"Female, Male",34,EEA only,Progressive multiple sclerosis,"[""Diseases [C] - Nervous System Diseases [C10]"",""Diseases [C] - Immune System Diseases [C20]""]",Therapeutic exploratory (Phase II),"Placebo tablets will be white, round, flat, scored tablet, 9 mm in diameter sourced from Yliopiston Apteekki, ISTRADEFYLLINE",The change in proportion of active voxels in supratentorial cerebral white matter in the end-of-treatment TSPO-PET images vs. baseline TSPO-PET images in participants with progressive MS treated with istradefylline vs. placebo,"Change in number of TSPO-PET–measurable chronic active lesions, Change in proportion of TSPO-PET–detectable active voxels at the rim of chronic lesions (change in proportion of active voxels), Change in proportion of TSPO-PET–detectable active voxels in the NAWM (change in proportion of active voxels), Change in TSPO-PET signal (DVR, distribution volume ratio) at the rim of chronic lesions, Change in DVR in the NAWM, Change in QSM-positive iron rim lesions, Change in MRI volumetric measures in the brain regions of interest, Change in T1 and T2 lesion burden using MRI, Change in neuroaxonal damage measured by DTI-MRI parameters, Change in disease worsening measured using the Timed 25 Foot Walk, Change in hand dexterity measured using the 9-Hole Peg Test, Change in functional Systems and Expanded Disability Status Scale, Change in cognition measured using neuropsychological evaluation, Change in health-related quality of life measured using the RAND 36-Item Health Survey and Multiple Sclerosis Impact Scale questionnaires, Change in fatigue measured using the Modified Fatigue Impact Scale and Fatigue Severity Scale questionnaires, Change in blood serum neurofilament light chain and glial fibrillary acdic protein levels",15/11/2024,N/A,N/A,N/A,No,University Of Turku,Educational Institution,12/02/2025
2024-513639-26-00,WN45319,"A Study to Investigate Single Ascending Doses of Ocrelizumab for Safety and Side Effects, How The Body Handles It Over A Period of Time, How The Body Notices and Reacts To It, And Its Effect On The Body When Given As A Subcutaneous Injection In Patients With Multiple Sclerosis",Ended,"Belgium:Ended, France:Ended, Czechia:Ended, Spain:Ended, Poland:Ended",18-64 years,N/A,"Female, Male",44,In both EEA and non-EEA,Multiple Sclerosis (MS),"[""Diseases [C] - Immune System Diseases [C20]"",""Diseases [C] - Nervous System Diseases [C10]""]",Human Pharmacology (Phase I)-  Other,N/A,N/A,N/A,14/10/2024,N/A,18/03/2025,N/A,No,F. Hoffmann-La Roche AG,Pharmaceutical company,21/10/2024
2024-516433-13-00,21-PP-23,LONG-TERM EFFECTIVENESS AND SAFETY EVALUATION OF OCRELIZUMAB IN FRENCH PATIENTS WITH PROGRESSIVE MS: CONSONANCE EXTENSION STUDY,"Authorised, recruitment pending","France:Authorised, recruitment pending",18-64 years,N/A,"Female, Male",89,EEA only,Progressive multiple sclerosis,"[""Diseases [C] - Nervous System Diseases [C10]""]",Therapeutic confirmatory  (Phase III),N/A,N/A,N/A,19/09/2024,N/A,N/A,N/A,No,Centre Hospitalier Universitaire De Nice,Hospital/Clinic/Other health care facility,19/09/2024
2024-514619-88-00,P3-IMU-838-RMS-02,"P3-IMU-838-RMS-02 - A Multi-Center, Randomized, Double-Blinded Phase 3 Study to Evaluate the Efficacy, Safety, and Tolerability of IMU-838 versus Placebo in Adults with Relapsing Multiple Sclerosis (ENSURE-2)","Ongoing, recruitment ended","Romania:Ongoing, recruitment ended, Germany:Ongoing, recruitment ended, Estonia:Ongoing, recruitment ended, Poland:Ongoing, recruitment ended",18-64 years,N/A,"Female, Male",321,In both EEA and non-EEA,Relapsing Multiple Sclerosis,"[""Diseases [C] - Nervous System Diseases [C10]""]",Therapeutic confirmatory  (Phase III),"IMU-838 30 mg tablet, IMU-838 15 mg tablets, Placebo for IMU-838 Tablets","Time to first confirmed relapse, as determined by the Independent Neurology Evaluation Committee (INEC), relapse occurred after the start of treatment administration and before the end of the main period (EOMP), censored at a maximum of 72 weeks, Visit 8 (V8)/EOMP","Key secondary efficacy: 1) Changes in total volume of new T2-lesions from baseline (BL, SV2) magnetic resonance imaging (MRI) until Week 24 MRI;, 2) Time to 12-week confirmed disability worsening (12wCDW) as assessed on Expanded Disability Status Scale (EDSS); as defined in this protocol during the MP (censored until at Week 72/EOMP visit but with confirmation potentially done within EP, if applicable);, 3) Time to confirmed clinically relevant changes in Symbol Digit Modalities Test (SDMT) in the MP (censored Week 72/EOMP);, 4) Annualized rate of percentage changes in whole brain volume from BL MRI to until V8/EOMP MRI; Please refer to protocol for secondary efficacy, safety, and exploratory endpoints.",04/10/2024,18/03/2022,N/A,N/A,No,Immunic AG,Pharmaceutical company,03/04/2025
2023-507493-41-00,COMB157G23101,"A single-arm, prospective, multicentre, open-label study to evaluate ofatumumab treatment effectiveness and patient-reported outcomes (PRO) in patients with relapsing multiple sclerosis (RMS) transitioning from fumarate-based RMS approved therapies or fingolimod.",Ended,"Poland:Ended, Bulgaria:Ended, Portugal:Ended, Slovakia:Ended, Germany:Ended, Slovenia:Ended, Spain:Ended, Latvia:Ended",18-64 years,N/A,"Female, Male",293,In both EEA and non-EEA,relapsing multiple sclerosis (RMS),"[""Diseases [C] - Nervous System Diseases [C10]""]",Therapeutic confirmatory  (Phase III),"Kesimpta 20 mg solution for injection in pre-filled pen, Kesimpta 20 mg solution for injection in pre-filled pen","Annual relapse rate (ARR, based on confirmed relapses) measured over the 96 weeks","Proportion of subjects with adverse events, including injection related reactions, Proportion of patients with laboratory or vital signs results meeting abnormal criteria, The proportion of subjects discontinuing treatment due to insufficient effectiveness (lack of efficacy) or tolerability/safety reasons",08/07/2024,04/08/2020,27/09/2024,11/03/2025,No,Novartis Pharma AG,Pharmaceutical company,24/07/2024
2024-514618-11-00,P3-IMU-838-RMS-01,"P3-IMU-838-RMS-01 - A Multi-Center, Randomized, Double-Blinded Phase 3 Study to Evaluate the Efficacy, Safety, and Tolerability of IMU-838 versus Placebo in Adults with Relapsing Multiple Sclerosis (ENSURE-1)","Ongoing, recruitment ended","Germany:Ongoing, recruitment ended, Lithuania:Ongoing, recruitment ended, Bulgaria:Ongoing, recruitment ended, Poland:Ongoing, recruitment ended",18-64 years,N/A,"Female, Male",423,In both EEA and non-EEA,Relapsing Multiple Sclerosis,"[""Diseases [C] - Nervous System Diseases [C10]""]",Therapeutic confirmatory  (Phase III),"IMU-838 15 mg tablets, Placebo for IMU-838 Tablets, IMU-838 30 mg tablet","Time to first confirmed relapse, as determined by the Independent Neurology Evaluation Committee (INEC), relapse occurred after the start of treatment administration and before the end of the main period (EOMP), censored at a maximum of 72 weeks, Visit 8 (V8)/EOMP","Key secondary efficacy: 1) Changes in total volume of new T2-lesions from baseline (BL, SV2) magnetic resonance imaging (MRI) until Week 24 MRI;, 2) Time to 12-week confirmed disability worsening (12wCDW) as assessed on Expanded Disability Status Scale (EDSS); as defined in this protocol during the MP (censored until at Week 72/EOMP visit but with confirmation potentially done within EP, if applicable);, 3) Time to confirmed clinically relevant changes in Symbol Digit Modalities Test (SDMT) in the MP (censored Week 72/EOMP), 4) Annualized rate of percentage changes in whole brain volume from BL MRI to until V8/EOMP MRI; Please refer to protocol for secondary efficacy, safety, and exploratory endpoints.",15/10/2024,01/03/2022,N/A,N/A,No,Immunic AG,Pharmaceutical company,03/04/2025
2023-506863-32-00,BN44083,"A Study to Investigate the Safety, Tolerability, Immunogenicity, Pharmacokinetics, and Pharmacodynamics of Ascending Intravenous Doses of Glofitamab, Administered after Ocrelizumab Pretreatment, in Patients with Multiple Sclerosis","Ongoing, recruitment ended","Croatia:Ongoing, recruitment ended, Czechia:Ongoing, recruitment ended",18-64 years,N/A,"Female, Male",5,EEA only,Multiple Sclerosis (MS),"[""Diseases [C] - Nervous System Diseases [C10]""]",Human Pharmacology (Phase I)-  Other,N/A,N/A,N/A,11/07/2024,25/07/2023,N/A,N/A,No,F. Hoffmann-La Roche AG,Pharmaceutical company,03/09/2025
2023-508457-10-00,MELATOMS-1,"Randomized, Single-blind, Placebo-controlled Clinical Trial to Evaluate the
Safety and Efficacy of Melatonin Administration in Patients With Multiple
Progressive Primary Sclerosis (MELATOMS)","Authorised, recruitment pending","Spain:Authorised, recruitment pending","65+ years, 18-64 years",N/A,"Female, Male",50,EEA only,Primary Progressive Multiple Sclerosis,"[""Diseases [C] - Nervous System Diseases [C10]""]",Phase I and Phase II (Integrated)- First administration to humans,"MELATONIN, Excipient No. 1 for Fagron capsules (200 milligrams), Composition: 98.05% microcrystalline cellulose AND 1.95% colloidal silica.",Disease progression: rates of neurological impairment (Kurtzke Expanded Disability Status Scale) and rates of disability (Multiple Sclerosis Functional Composite - MSFC scale).,"Number of participants with treatment-related adverse events, Cerebral atrophy, Fatigue, Quality of life, Sleep disorders, Spasticity, Efficacy of neuroinflammation, Axonal damage, Oxidative stress, Impact on microbiota",15/11/2024,N/A,N/A,N/A,No,Fundacion Publica Andaluza Para La Gestion De La Investigacion En Salud De Sevilla,Laboratory/Research/Testing facility,15/11/2024
2023-509538-20-01,35RC21_9806,"MAESTRO-4MS : ""Allogenic Adipose tissue-derived Mesenchymal Stromal Cells for the treatment of Primary Progressive Multiple Sclerosis: an open-label phase I clinical trial.""","Ongoing, recruiting","France:Ongoing, recruiting",18-64 years,N/A,"Female, Male",15,EEA only,Primary Progressive Multiple Sclerosis,"[""Diseases [C] - Nervous System Diseases [C10]""]",Human Pharmacology (Phase I)- First administration to humans,N/A,N/A,N/A,04/07/2024,06/03/2025,N/A,N/A,No,Centre Hospitalier Universitaire De Rennes,Hospital/Clinic/Other health care facility,07/08/2025
2023-507431-37-00,COMB157G3301,"An Open-Label, Rater-Blind, Randomized, Multi-Center, Parallel-Arm, Active-Comparator Study to Assess the Efficacy and Tolerability of Ofatumumab 20mg SC monthly vs. First Line DMT - physician’s choice in the treatment of newly diagnosed RMS (STHENOS)","Ongoing, recruitment ended","France:Ongoing, recruitment ended, Germany:Ongoing, recruitment ended, Italy:Ongoing, recruitment ended, Spain:Ended",18-64 years,N/A,"Female, Male",186,EEA only,relapsing multiple sclerosis (RMS),"[""Diseases [C] - Nervous System Diseases [C10]""]",Therapeutic confirmatory  (Phase III),"TERIFLUNOMIDE, INTERFERON BETA-1A, DIROXIMEL FUMARATE, INTERFERON BETA-1A, INTERFERON BETA-1A, GLATIRAMER ACETATE, Betaferon 250 microgram/ml, powder and solvent for solution for injection, OFATUMUMAB, GLATIRAMER ACETATE, DIMETHYL FUMARATE, PEGINTERFERON BETA-1A, DIMETHYL FUMARATE",NEDA-3 status (yes or no)  NEDA-3 is defined as:  1.	Absence of confirmed clinical relapse  2.	Absence of new MRI activity (Gd+ T1 lesion or new/enlarged T2 lesion) with MRI re-baselined at Month 3  3.	Absence of 3-month confirmed disability worsening,"Number of relapses up to Month 15/ EOS, Annual Relapse Rate (ARR), Mean time to first relapse, Proportion of relapse-free patients at Month 3, 9 and 15, Proportion of relapse-free patients with MRI activity-free (no new Gd+ T1 lesion or new/enlarged T2 lesion) at Month 3, 9 and 15, Time to 3-month Confirmed Disability Worsening (3mCDW), Time to 6-month Confirmed Disability Worsening (6mCDW), Change in expanded disability status scale (EDSS) from Baseline to end of study, Proportion of disability progression free patient at EOS, Number of Gadolinium enhancing (Gd+) T1 lesions of brain, Volume of Gd+ T1 lesions of brain, Number of new/enlarging T2 lesions of brain, Volume of new/enlarging T2 lesions of brain, Proportion of SAEs, and SAEs with hospitalizations between ofatumumab 20 mg s.c. and first line self-administered DMTs, Proportion of patients with adverse events, including injection related reactions, Proportion of patients who withdrew due to abnormal lab values, Proportion of treatment discontinuation or interruptions for safety/ tolerability reason, Compliance to treatment using patient diary",27/06/2024,23/07/2021,N/A,N/A,No,Novartis Pharma AG,Pharmaceutical company,02/06/2025
2024-512714-18-00,CYTB323N12101,"An open-label, multi-center, phase 1/2 study to assess safety, efficacy, and cellular kinetics of YTB323 in participants with Relapsing Multiple Sclerosis with breakthrough disease activity during previous treatment with a highly efficacious therapy","Authorised, recruitment pending","France:Authorised, recruitment pending, Germany:Authorised, recruitment pending, Italy:Authorised, recruitment pending, Spain:Authorised, recruitment pending",18-64 years,N/A,"Female, Male",15,In both EEA and non-EEA,Relapsing Multiple Sclerosis,"[""Diseases [C] - Nervous System Diseases [C10]""]",Phase I and Phase II (Integrated)- Other,"TOCILIZUMAB, YTB323, FLUDARABINE PHOSPHATE, CYCLOPHOSPHAMIDE","Change in safety parameters including, but not limited to severity and frequency dose limiting toxicities (DLTs) of Adverse Events (AEs) and findings in vital signs, laboratory, ECG, neurological status, and safety MRI of the brain","Clinical measures for relapses and disability (includes EDSS, XX, T25FW, 9HPT, SDMT, XX) and MRI changes in disease activity (including new and enlarging T2 lesions and Gd-enhancing T1 lesions), YTB323 transgene expression levels by qPCR over time in blood; cellular kinetics parameters (Cmax, AUC, Tmax, Clast, Tlast), Safety data from each dose level, Pre-existing and treatment-induced immunogenicity (humoral, anti-YTB323 antibody; and cellular, presence of CAR19 specific CD4 and CD8 T cells measuring interferon gamma production)",21/03/2025,N/A,N/A,N/A,No,Novartis Pharma AG,Pharmaceutical company,17/04/2025
