NCTId,BriefTitle,OfficialTitle,OverallStatus,StartDate,PrimaryCompletionDate,CompletionDate,LastUpdatePostDate,StudyFirstPostDate,StudyType,Phase,EnrollmentCount,EnrollmentType,LeadSponsorName,LeadSponsorClass,Collaborators,CollaboratorClasses,Conditions,Keywords,LocationCountry,LocationCity,LocationState,TotalLocations,InterventionNames,InterventionTypes,PrimaryOutcomeMeasures,SecondaryOutcomeMeasures,HasResults,ResultsFirstPostDate
NCT03345940,Fingolimod Versus Dimethyl-fumarate in Multiple Sclerosis,A Multicentric Randomized PRAGmatic Trial to Compare the Effectiveness of Fingolimod Versus Dimethyl-Fumarate on Patient Overall Disease Experience in Relapsing Remitting Multiple Sclerosis: Novel Data to Inform Decision-makers,TERMINATED,2017-04-30,2019-10-30,2019-10-30,2019-10-31,2017-11-17,INTERVENTIONAL,PHASE4,55.0,ACTUAL,Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta,OTHER,Patient-Centered Outcomes Research Institute|Universita degli Studi di Genova,OTHER|OTHER,Relapsing Remitting Multiple Sclerosis,Multiple Sclerosis,Italy,Milan,,1,Fingolimod|Dimethyl Fumarate,DRUG|DRUG,effectiveness of fingolimod 0.5 mg once daily versus dimethyl-fumarate 240 mg twice daily,Annual relapse rate|Number of Gd+ MRI lesions|Brain volume loss|Prevention of sustained disability progression (EDSS worsening)|Prevention of Objective sustained disability progression|Patient-NEDA|Prevention of Cognitive decline|Evaluation of social cognition|Evaluation of quality of decision making|Preservation of Quality of life|Convenience perception|Psychiatric symptoms|Fatigue,False,
NCT06681623,A Single-Center Study to Characterize the Safety and Efficacy of Ublituximab in Older Adults With Relapsing Forms of Multiple Sclerosis (RMS),"A Single-Center, Prospective Cohort Study to Characterize the Safety and Efficacy of Ublituximab in Older Adults With Relapsing Forms of Multiple Sclerosis (RMS)",RECRUITING,2024-08-13,2027-09-30,2027-09-30,2024-11-18,2024-11-08,OBSERVATIONAL,,20.0,ESTIMATED,Neurology Center of New England P.C.,OTHER,,,"Multiple Sclerosis, Relapsing Forms of Multiple Sclerosis",,United States,Foxborough,Massachusetts,1,Ublituximab,DRUG,"Incidence of infection (including UTI and other active acute, opportunistic and/or chronic infection)|Incidence of treatment-emergent adverse events (TEAEs)/serious adverse events (SAEs)",Total number of new and/or enlarging T2 lesions on all available brain MRI scans|Functional Assessment (Expanded Disability Status Scale (EDSS))|Multiple Sclerosis Impact Scale (MSIS-29)|Absolute lymphocyte count (ALC)|Immunoglobulin levels|Functional Assessment (Timed 25-Foot Walk Test (T25-FW)),False,
NCT06385197,Improving the Effect of Multiple Sclerosis Drugs by Chronobiology,Improving the Effect of Dimethyl Fumarate and Diroximel Fumarate (DRF) for Patients With Multiple Sclerosis by Chronobiology,COMPLETED,2022-05-08,2023-06-01,2023-06-02,2024-05-06,2024-04-25,INTERVENTIONAL,NA,8.0,ACTUAL,Hadassah Medical Organization,OTHER,,,Multiple Sclerosis,,Israel,Jerusalem,,1,App randomizing dosing regimen,DEVICE,safety assessment|assessment of AE|assessment of AE,,False,
NCT04721717,AIM's Writing for Healing: A Workshop for Individuals Living With Paralysis,AIM's Writing for Healing: A Workshop for Individuals Living With Paralysis,RECRUITING,2020-09-01,2027-03-28,2027-03-28,2025-08-08,2021-01-25,OBSERVATIONAL,,160.0,ESTIMATED,University of Alabama at Birmingham,OTHER,,,Spinal Cord Injuries|Multiple Sclerosis|Transverse Myelitis|Amyotrophic Lateral Sclerosis,,United States,Birmingham,Alabama,1,,,The Grief and Loss Scale|Emotional Distress - Depression|Perceived Stress Scale|Impact of Events Scale|Meaning and Purpose|Self-Efficacy for Managing Chronic Conditions - Managing Emotions|Sleep Disturbance|Sleep Impact|Ability to Participate in Social Roles and Activities|Satisfaction with Social Roles and Activities|Connor-Davidson Resilience Scale,Cortisol level|Quality of Life During Serious Illness - Family Carers|Hospital Anxiety and Depression Scale (HADS)|Caregiver Burden Inventory,False,
NCT04574024,HFS (High-Fiber Supplement) in MS (Multiple Sclerosis),Effect of High-fiber Supplement in Multiple Sclerosis,COMPLETED,2022-03-21,2024-06-30,2024-07-15,2024-12-17,2020-10-05,INTERVENTIONAL,PHASE1|PHASE2,7.0,ACTUAL,"Suhayl Dhib-Jalbut, MD",OTHER,,,Multiple Sclerosis,High-fiber supplement,United States,New Brunswick,New Jersey,1,NBT-NM108,DRUG,Assess the Effect of NBT-NM108 on Serum TNF-alpha Levels in MS Patients|Examine the Effect of NBT-NM108 on Anaerostipes in MS Patients.|Effect of NBT-NM108 on Fecal Lcn-2 Levels in MS Patients,,True,2024-12-17
NCT03670459,Forty Five Patients With Multiple Sclerosis Recieved Vestibular Rehabilitation and Balance Training,Cawthorne Cooksey Versus Vestibular Habituation Exercises on Trunk Kinetics and Velocity of Gait in Patients With Multiple Sclerosis,COMPLETED,2017-12-31,2018-07-21,2018-09-04,2018-09-13,2018-09-13,INTERVENTIONAL,NA,45.0,ACTUAL,October 6 University,OTHER,,,Neurologic Disorder,,Egypt,Giza,,1,Cawthorne Cooksey exercises|Vestibular habituation exercises|Balance exercises,OTHER|OTHER|OTHER,Isokinetic dynamometer,,False,
NCT01883310,Task-oriented Circuit Training Combined With Cerebellar tDCS in Multiple Sclerosis Subjects,"The Effects of a Task-oriented Circuit Training Combined With Cerebellar Transcranial Direct Current Stimulation on Locomotor Function, Balance and Mobility in Multiple Sclerosis Subjects",COMPLETED,2017-02-01,2017-07-01,2017-11-01,2017-11-20,2013-06-21,INTERVENTIONAL,NA,30.0,ACTUAL,University Hospital of Ferrara,OTHER,,,Multiple Sclerosis Subjects,Multiple Sclerosis|transcranial direct current stimulation|TOCT|task-oriented circuit training|locomotor function|mobility|balance,Italy,Ferrara,,1,sham tDCS + TOCT|real tDCS +TOCT,DEVICE|DEVICE,"Change from baseline on locomotor function, mobility and balance in multiple sclerosis subjects with gait speed (Timed 25-Foot Walk)",mobility (Timed Up and Go)|Balance (Dynamic Gait Index)|walking endurance (six minute walking test|fatigue (fatigue severity scale)|Short Form (36) Health Survey (SF-36),False,
NCT06634225,Use of Inertial Units in Patient With Multiple Sclerosis (IMUSEP),IMUSEP : Use of Inertial Navigation Systems to Detect and Characterize Early Locomotor Disorders in Patients With Multiple Sclerosis.,RECRUITING,2024-11-11,2025-11-11,2025-11-11,2025-09-10,2024-10-09,OBSERVATIONAL,,70.0,ESTIMATED,Lille Catholic University,OTHER,Roche Pharma AG,INDUSTRY,Multiple Sclerosis|Medical Device|Coordination and Balance Disturbances,Multiple Sclerosis|Trigno Avanti Sensor|Coordination and Balance Disturbances,France,Lomme,Hauts-de-France,2,Usual care (as recommended by the Haute Authorité de Santé (HAS)) and medical device test|Usual care (as recommended by the Haute Authorité de Santé (HAS)) and medical device test,DIAGNOSTIC_TEST|DIAGNOSTIC_TEST,Intra-class correlation coefficients (ICC) and their 95% confidence intervals (IC95%) for validity of the Trigno® Avanti Sensor,Intra-class correlation coefficients (ICC) and their 95% confidence intervals (IC95%) for repeatability|Intra-class correlation coefficients (ICC) and their 95% confidence intervals (IC95% )for the whole-body angular momentum|Intra-class correlation coefficients (ICC) and their 95% confidence intervals (IC95%) between the Expanded Disability Status Scale (EDSS) and the contribution and inefficiency indexes|Intra-class correlation coefficients (ICC) and their 95% confidence intervals (IC95%) between the MSWS-12 (multiple sclerosis walking scale-two weeks) and the contribution and inefficiency indexes|Intra-class correlation coefficients (ICC) and their 95% confidence intervals (IC95%) between the MSWS-12 and whole-body angular momentum method (Trigno® Avanti Sensor inertial units / 3D 3D).|Differences in contribution and inefficiency indexes between groups,False,
NCT06381297,Speech in Noise Discrimination Skills in Multiple Sclerosis Patients.,The Effect Of Medial Olivocochlear Efferents On Speech Discrimination In Noise In Multiple Sclerosis.,COMPLETED,2020-10-09,2023-03-23,2023-04-23,2024-04-24,2024-04-24,INTERVENTIONAL,NA,60.0,ACTUAL,Asuman Kucukoner,OTHER,,,Multiple Sclerosis-Relapsing-Remitting,"Multıple sclerosis,|Auditory efferent system|Contralateral supression|speech in noise discrimination",Turkey (Türkiye),Samsun,,1,Hearing test|Speech in noise discrimination test|Montreal Cognitive Assessment Scale|Symbol Number Modalities Test (SDMT),DIAGNOSTIC_TEST|DIAGNOSTIC_TEST|DIAGNOSTIC_TEST|DIAGNOSTIC_TEST,Pure tone Audiometry Test|Speech Audiometry|Speech Discrimination in Noise Test|Otoacoustic Emission Test|Contralateral Suppression Test,Montreal Cognitive Assessment Scale|Symbol Digit Modalities Test,False,
NCT00913510,Efficacy of Clean Intermittent Catheterization (CIC) in Multiple Sclerosis (MS) Patients With Bladder Dysfunction,Efficacy of Clean Intermittent Self-catheterization in Combination With Anticholinergic Drugs for Treatment of Bladder Dysfunction in Multiple Sclerosis,TERMINATED,2009-12,2012-05,2012-05,2021-11-11,2009-06-04,INTERVENTIONAL,NA,24.0,ACTUAL,Wellspect HealthCare,INDUSTRY,,,Bladder Dysfunction|Multiple Sclerosis,,Belgium,Esneux,,5,CIC using LoFric Primo|Anticholinergic medication,DEVICE|DRUG,Percent Change From Baseline in Frequency of Micturition Per Day at 8 Weeks.,,True,2014-01-06
NCT00919217,Exploratory Study on the Timing of Multiple Sclerosis (MS) Symptoms,Exploratory Study on the Timing of MS Symptoms,RECRUITING,2008-08,2025-12,2025-12,2025-02-20,2009-06-12,OBSERVATIONAL,,80.0,ESTIMATED,University of Louisville,OTHER,,,Relapsing Remitting Multiple Sclerosis,Multiple Sclerosis|MS|Relapsing-remitting multiple sclerosis|RR-MS|Women,United States,Louisville,Kentucky,1,,,number of days with appearance or worsening of symptoms,timing of appearance or worsening of symptoms,False,
NCT07000968,"The Effect of Task-Oriented Training and Virtual Reality Training on Balance, Gait and Fatigue in Individuals With Multiple Sclerosis","The Effect of Task-Oriented Training and Virtual Reality Training on Balance, Gait and Fatigue in Individuals With Multiple Sclerosis",COMPLETED,2023-01-15,2024-06-01,2024-08-01,2025-06-03,2025-06-03,INTERVENTIONAL,NA,63.0,ACTUAL,Inonu University,OTHER,,,"Multiple Sclerosis|Balance Impairment, Gait Disorders, Fatigue|Multiple Sclerosis Bening|Multiple Sclerosis Relapsing Remitting",Task Oriented Training|Virtual Reality|Multiple Sclerosis,Turkey (Türkiye),Malatya,Central,1,Virtual Reality Training Group|Task-Oriented Training Group|Conventional Training Group,OTHER|OTHER|OTHER,Berg Balance Test,Fatigue Severity Scale,False,
NCT04586023,Study to Evaluate the Efficacy and Safety of Fenebrutinib Compared With Teriflunomide in Relapsing Multiple Sclerosis (RMS),"A Phase III Multicenter Randomized, Double-Blind, Double-Dummy, Parallel-Group Study to Evaluate the Efficacy and Safety of Fenebrutinib Compared With Teriflunomide in Adult Patients With Relapsing Multiple Sclerosis",ACTIVE_NOT_RECRUITING,2021-03-24,2025-09-05,2027-07-09,2025-09-18,2020-10-14,INTERVENTIONAL,PHASE3,751.0,ACTUAL,Hoffmann-La Roche,INDUSTRY,,,Relapsing Multiple Sclerosis,,United States,Cullman,Alabama,108,Fenebrutinib|Teriflunomide|Placebo,DRUG|DRUG|DRUG,Annualized Relapse Rate (ARR),"Time to Onset of Composite 12-week Confirmed Disability Progression (cCDP12)|Time to Onset of Composite 24-week Confirmed Disability Progression (cCDP24)|Time to Onset of 12-week Confirmed Disability Progression (CDP12)|Time to Onset of 24-week Confirmed Disability Progression (CDP24)|Total Number of T1 Gadolinium-enhancing (Gd+) Lesions, New and/or Enlarging T2-weighted Lesions as Detected by Magnetic Resonance Imaging (MRI)|Percentage Change in Total Brain Volume from Week 24 as Assessed by MRI|Change in Participant-Reported Physical Impacts of Multiple Sclerosis (MS) Measured by the Multiple Sclerosis, 29-Item [MSIS-29] Physical Scale|Time to Onset of 12-week Confirmed 4-point Worsening in Symbol Digit Modality Test (SDMT) Score|Change from Baseline to Week 48 in the Concentration of Blood Neurofilament Light chain (NfL)|Percentage of Participants with Adverse Events (AEs)|Plasma Concentrations of Fenebrutinib at Specified Timepoints|Time to Onset of Composite 12-week Confirmed Progression Independent of Relapse Activity (cPIRA12)",False,
NCT05327322,Functional Outcomes From Diets in Multiple Sclerosis,The Impact of Diet Quality and Calorie Restriction on Physical Function and Patient Reported Outcomes in Multiple Sclerosis,RECRUITING,2023-03-20,2026-01-31,2026-01-31,2025-04-08,2022-04-14,INTERVENTIONAL,NA,100.0,ESTIMATED,University of Alabama at Birmingham,OTHER,Washington University School of Medicine|United States Department of Defense,OTHER|FED,Relapsing Remitting Multiple Sclerosis|Secondary Progressive Multiple Sclerosis,,United States,Birmingham,Alabama,2,Glycemic load|Calorie restriction|Behavioral support,BEHAVIORAL|BEHAVIORAL|BEHAVIORAL,Multiple Sclerosis Functional Composite (MSFC)|Multiple Sclerosis Functional Composite (MSFC)|Multiple Sclerosis Functional Composite (MSFC),Brief International Cognitive Assessment for MS (BICAMS)|Brief International Cognitive Assessment for MS (BICAMS)|Brief International Cognitive Assessment for MS (BICAMS)|Patient reported outcomes: Hospital Anxiety and Depression Scale (HADS)|Patient reported outcomes: Hospital Anxiety and Depression Scale (HADS)|Patient reported outcomes: Hospital Anxiety and Depression Scale (HADS)|Patient reported outcomes: Modified Fatigue Impact Scale (MFIS)|Patient reported outcomes: Modified Fatigue Impact Scale (MFIS)|Patient reported outcomes: Modified Fatigue Impact Scale (MFIS)|Patient reported outcomes: Fatigue Severity Scale (FSS)|Patient reported outcomes: Fatigue Severity Scale (FSS)|Patient reported outcomes: Fatigue Severity Scale (FSS)|Patient reported outcomes: Visual Analog Fatigue Scale (VAFS)|Patient reported outcomes: Visual Analog Fatigue Scale (VAFS)|Patient reported outcomes: Visual Analog Fatigue Scale (VAFS)|Patient reported outcomes: Short-form McGill Pain Questionnaire Revised (SF-MPQ-2)|Patient reported outcomes: Short-form McGill Pain Questionnaire Revised (SF-MPQ-2)|Patient reported outcomes: Short-form McGill Pain Questionnaire Revised (SF-MPQ-2)|Patient reported outcomes: Pittsburg Sleep Quality Index (PSQI)|Patient reported outcomes: Pittsburg Sleep Quality Index (PSQI)|Patient reported outcomes: Pittsburg Sleep Quality Index (PSQI),False,
NCT02263339,Exercise & Brain Health in MS,Aerobic Exercise to Improve Brain Metabolism in MS,COMPLETED,2014-09,2016-04,2016-05-25,2019-06-19,2014-10-13,INTERVENTIONAL,NA,24.0,ACTUAL,Oregon Health and Science University,OTHER,,,Multiple Sclerosis,Exercise|MRI,United States,Portland,Oregon,1,Aerobic Exercise|Stretching|Aerobic Exercise- Healthy Subjects,BEHAVIORAL|BEHAVIORAL|BEHAVIORAL,Comparison of correlations in changes in VO2Max at 12 weeks with changes in brain ATP production at 12 weeks between aerobic exercise group and stretching group.,Changes in Cognition at 12 weeks|Changes in fatigue at 12 weeks,False,
NCT01512329,Pacing Activity Self-management for Patients With Multiple Sclerosis,Pacing Activity Self-management for Patients With Multiple Sclerosis: Randomized Controlled Clinical Trial,COMPLETED,2011-10,2014-02,2014-10,2015-12-17,2012-01-19,INTERVENTIONAL,PHASE2,31.0,ACTUAL,Vrije Universiteit Brussel,OTHER,"University Hospital, Antwerp|Universiteit Antwerpen|Artesis University College, Antwerp",OTHER|OTHER|OTHER,Multiple Sclerosis,neurology|physiotherapy|physical therapy|occupational therapy|stress management|activity management|treatment,Belgium,Melsbroek,,1,pacing|relaxation,BEHAVIORAL|BEHAVIORAL,the change in scores obtained from the Canadian Occupational Performance Measure (COPM),the change in subscale scores on the Medical Outcomes Short Form 37 Health Status Survey (SF-36)|the change in subscale scores on the Checklist Individual Strength (CIS)|the change in autonomic activity at rest and following 3 activities of daily living,False,
NCT01051128,Continuous Intrathecal Baclofen Infusion for Chronic Spasticity,Continuous Intrathecal Baclofen Infusion for the Management of Chronic Spasticity,WITHDRAWN,2010-01,2010-06,2010-12,2015-03-06,2010-01-18,INTERVENTIONAL,PHASE3,0.0,ACTUAL,Flowonix Medical,INDUSTRY,,,Spasticity,neurological disorders|multiple sclerosis|stroke|cerebral palsy|spinal cord|brain injuries|neurodegenerative diseases,,,,0,Prometra Programmable Implantable Pump System,DEVICE,The primary endpoint is: A change in the average lower extremity spasticity score as measured by the Modified Ashworth Scale,Secondary Endpoints include: Change in overall spasm frequency as measured by the Penn Spasm Frequency Scale. Change in overall Quality of Life as measured by the SF 36 and PSQI. SAE-free survival. DRAE-free survival. Tabulation of device complications.,False,
NCT01499667,Disease Control and Safety in Patients With Relapsing Remitting Multiple Sclerosis (RRMS) Switching From Natalizumab to Fingolimod,"A 32-week, Patient- and Rater-blinded, Randomized, Multi-center, Parallel-group Study to Evaluate Disease Control and Safety in Patients With Relapsing Remitting Multiple Sclerosis Transferred From Previous Treatment With Natalizumab to Fingolimod (FTY720)",TERMINATED,2011-09,2012-11,2012-11,2014-08-08,2011-12-26,INTERVENTIONAL,PHASE3,142.0,ACTUAL,Novartis Pharmaceuticals,INDUSTRY,,,Relapsing Remitting Multiple Sclerosis (RRMS),Relapsing remitting multiple sclerosis|multiple sclerosis (MS)|safety|tolerability|health outcomes|fingolimod|disease control|MRI,Australia,Box Hill,Victoria,44,Fingolimod|Placebo,DRUG|DRUG,Number of Active (New or Newly Enlarging) T2 Lesions From the Last Natalizumab Infusion (Baseline) Through 8 Weeks of Fingolimod Treatment,"Number of Active (New or Newly Enlarging) T2 Lesions From the Last Natalizumab Infusion (Baseline) up to the Initiation of Fingolimod Treatment|Number of Active (New or Newly Enlarging) T2 Lesions During the First 8 Weeks of Fingolimod Treatment|Number of Active (New or Newly Enlarging) T2 Lesions During the 24 Weeks After the Last Natalizumab Infusion (Baseline)|Change From Baseline in Expanded Disability Status Scale (EDSS) by Washout Group|Cumulative Number of Gadolinium-enhancing T1 Lesions From the Last Natalizumab Infusion|Number of Participants With Adverse Events (AE), Serious Adverse Events (SAE) and Death During Washout Period|Number of Participants With Adverse Events (AE), Serious Adverse Events (SAE) and Death During Fingolimod Treatment",True,2014-04-04
NCT04578041,TRPMS to Improve Mobility and Depression in Multiple Sclerosis,"An Open Label Pilot Study to Investigate the Effect of Transcranial Rotating Permanent Magnetic Stimulation (TRPMS) on Gait, Balance and Depression in People With Multiple Sclerosis (MS)",WITHDRAWN,2023-01-01,2023-03-05,2023-03-05,2023-12-28,2020-10-08,INTERVENTIONAL,NA,0.0,ACTUAL,NYU Langone Health,OTHER,,,Multiple Sclerosis,Transcranial Rotating Permanent Magnetic Stimulation,,,,0,TRPMS (Transcranial Rotating Permanent Magnet Stimulation)|Aerobic Exercise Program|Computerized CT (Cognitive Training),DEVICE|OTHER|OTHER,Percent of Sessions Completed|Change in Gait Velocity|Change in PROMIS Depression Score,Change in Gait Velocity|Change in Distance Traveled During 2-Minute Walking Test|Change in the Total Time for Completing the Timed Up and Go (TUG) test|Change in Modified Fatigue Impact Scale (MFIS) Score|Change in Short Form (SF)-36 Score|Change in PROMIS Depression Score|Change in Center for Epidemiological Studies-Depression short form (CESD-10) Score|Change in Patient Health Questionnaire 9 (PHQ-9) Score|Change in Inventory of Depressive Symptomatology Self-Report (IDS-SR) Score,False,
NCT03213522,Comparison of Craniosacral Therapy vs Pelvic Floor Physical Therapy,A Comparison of Craniosacral Therapy vs Pelvic Floor Physical Therapy for the Treatment of Lower Urinary Tract Dysfunction in People With Multiple Sclerosis: A Pilot Study,UNKNOWN,2017-04-10,2018-04-09,2018-04-09,2017-07-11,2017-07-11,INTERVENTIONAL,NA,30.0,ESTIMATED,CentraState Medical Center,OTHER,,,Multiple Sclerosis|Bladder Dysfunction|Urinary Incontinence|Overactive Bladder,,United States,Freehold,New Jersey,1,Pelvic Floor Physical Therapy|Craniosacral Therapy,PROCEDURE|PROCEDURE,PFDI-20|PFIQ-7,MSQOL-54|Post void residual volume|Resting SEMG|Systolic BP|Systolic BP|Diastolic BP|Diastolic BP|Pulse|Pulse,False,
NCT06256575,Study of Diosmin for the Treatment of Digital Ulcers in Systemic Sclerosis,"Treatment of Digital Ulcers in Systemic Sclerosis With Diosmin: A Randomized, Double-blind, Placebo-controlled Multi-centre Pilot Study",RECRUITING,2025-05-02,2027-07-15,2027-08-15,2025-07-10,2024-02-13,INTERVENTIONAL,NA,45.0,ESTIMATED,Primus Pharmaceuticals,INDUSTRY,KGK Science Inc.,INDUSTRY,"Scleroderma, Systemic|Digital Ulcer",SSc|Digital Ulcers|Sclerosis|Scleroderma,Canada,London,Ontario,2,Diosmin|Placebo,COMBINATION_PRODUCT|OTHER,Efficacy - Number (%) of healed baseline ulcers,Safety - number of adverse events,False,
NCT05402501,Lifestyle Intervention for Patients With Multiple Sclerosis,Lifestyle Intervention for Patients With Multiple Sclerosis,UNKNOWN,2021-04-15,2024-11,2024-11,2022-06-02,2022-06-02,OBSERVATIONAL,,900.0,ESTIMATED,"Amsterdam UMC, location VUmc",OTHER,"National MS Foundation, The Netherlands|Voeding Leeft",UNKNOWN|UNKNOWN,Multiple Sclerosis,Lifestyle,Netherlands,Amsterdam,North Holland,1,"Lifestyle intervention program ""Leef! met MS""",BEHAVIORAL,Multiple Sclerosis Impact Scale (MSIS-29),12-item Short Form Health Survey (SF-12)|EuroQol 5 Dimensions Questionnaire (EQ-5D)|BMI|Waist circumference|Bristol stool chart|Medical Consumption Questionnaire (iMCQ)|Hospital Anxiety and Depression Scale (HADS)|Checklist Individual Strength-20-r (CIS-20)|Multiple Sclerosis Neuropyschological Screening Questionnaire - patient version (MSNQ-P)|Medical Outcomes Study Sleep Scale (MOS-ss)|Dutch Norm for Healthy Physical Activity (In Dutch: Nederlandse Norm voor Gezond Bewegen (NNGB))|Perceived stress scale (PSS)|iMTA Productivity Cost Questionnaire (iPCQ)|Neurokeys keyboard app|MS sherpa app - Smartphone-adapted Symbol Digit Modalities Test (sSDMT)|MS sherpa app - Smartphone-adapted two-minute walking test|MS sherpa app - questionnaire,False,
NCT00940719,Vitamin D3 Supplementation and the T Cell Compartment in Multiple Sclerosis (MS),The Effects of Vitamin D3 Supplementation on the T Cell Compartment in Multiple Sclerosis; a Pilot Study,COMPLETED,2009-08,2010-03,2010-07,2010-08-11,2009-07-16,INTERVENTIONAL,NA,15.0,ESTIMATED,Maastricht University Medical Center,OTHER,Orbis Medical Centre,OTHER,Multiple Sclerosis,Multiple Sclerosis|Regulatory T cell function|Vitamin D|Vitamin D3|25-hydroxyvitamin D,Netherlands,Sittard,,1,vitamin D3,DIETARY_SUPPLEMENT,T cell regulation,serum 25-hydroxyvitamin D levels|calcium metabolism,False,
NCT04106830,Clinical and Imaging Cohort of Neuroinflammation Diseases in China (CLUE),Prospective Cohort Study of CLinical and Imaging Patterns of NeUroinflammation DisEases (CLUE),RECRUITING,2019-01-01,2025-12-31,2028-12-31,2024-12-24,2019-09-27,OBSERVATIONAL,,1000.0,ESTIMATED,Beijing Tiantan Hospital,OTHER,,,NMO Spectrum Disorder|MRI|Multiple Sclerosis|MOGAD,,China,Beijing,Beijing Municipality,1,Intravenous steroid,DRUG,The brain structural change over time between the baseline MRI and the follow-up MRIs|The spinal cord change over time between the baseline MRI and the follow-up MRIs.|The functional change over time between the baseline MRI and the follow-up MRIs.,Change from Baseline Expanded Disability Status Scale （EDSS）/ Functional Systems （FS）|Timed 25-foot Walk|Mean change in visual acuity as assessed by Sloan 2.5% low contrast visual acuity chart.,False,
NCT05757830,PURO - PUlmonary Rehabilitation With O-RAGT Platform,"Metabolic Consumption, Cardiorespiratory Effort, Cardiac Autonomic Control and Fatigability During Exoskeleton-assisted (the U&O Suite) sit-to Stand Maneuver and Walking in People With Neurological Diseases With Moderate to Severe Gait Disability.",COMPLETED,2022-12-23,2023-03-31,2023-03-31,2023-06-15,2023-03-07,INTERVENTIONAL,NA,20.0,ACTUAL,Fondazione Don Carlo Gnocchi Onlus,OTHER,Roessingh Research and Development|Hospital Nacional de Parapléjicos de Toledo|Lithuanian University of Health Sciences,OTHER|OTHER|OTHER,Multiple Sclerosis|Spinal Cord Injury|Stroke|Traumatic Brain Damage,,Italy,Milan,MI,4,UANGO suite exoskeleton,DEVICE,Walking meters change during 4 minute walking test,Number of repetitions change in one-minute sit to stand test|Average VO2 change during 4 minute walking test|O2 cost of walking change during 4 minute walking test|Net metabolic power change during 4 minute walking test|Physiological cost index (PCI) change during 4 minute walking test|Average heart rate change during 4 minute walking test|Heart rate increase change during 4 minute walking test|Rating of perceived exertion of lower limbs change before and after each trials|Rating of perceived exertion of breath change before and after each trials|Assessment of device usability at the end of each condition|Assessment of users satisfaction at the end of each condition|Assessment of the work load change during each trials,False,
NCT05242731,Telemonitoring and Connected Care Applied to Multiple Sclerose,"MonSter Study, Telemonitoring and Connected Care Applied to Multiple Sclerose",ACTIVE_NOT_RECRUITING,2021-04-29,2024-04-29,2025-12-31,2023-10-10,2022-02-16,INTERVENTIONAL,NA,208.0,ESTIMATED,Isala,OTHER,,,Multiple Sclerosis,,Netherlands,Groningen,Nederland,4,"MSmonitor, a self-management/education program with e-health interventions|Video calling program ""Better-close""|Researchmanager program",DEVICE|DEVICE|DEVICE,The primary endpoint is Multiple Sclerose Quality of Life (MSQuol54),Impact on participation and autonomy (IPA)|Work together on health (PIH)|Health questionnaire (Eq5D-5L)|MS Self-Efficacy Scale (MSSES)|Medical Consumption Questionnaire (iMCQ)|Productivity Costs Questionnaire (iPCQ)|Patient satisfaction questionnaire (PTO),False,
NCT01993095,FlexToBa for People With Multiple Sclerosis,Improving Functional Performance in Persons With MS Via Physical Activity DVD Intervention,COMPLETED,2013-10,2014-09,2014-09,2017-02-23,2013-11-25,INTERVENTIONAL,NA,50.0,ACTUAL,University of Illinois at Urbana-Champaign,OTHER,National Multiple Sclerosis Society,OTHER,Multiple Sclerosis,Multiple Sclerosis|Quality of Life|Functional Fitness,United States,Urbana,Illinois,1,"Home-based, DVD-delivered physical activity|Behavioral: Usual care/Wait list",BEHAVIORAL|BEHAVIORAL,Change from baseline to six-months in assessments of functional fitness of sedentary adults who have Multiple Sclerosis|Change from baseline to six-months in assessments of functional fitness of sedentary adults who have MS|Change in assessments of functional fitness assessments in sedentary adults with MS|Change from baseline to six-months in assessments of functional fitness of sedentary adults with MS|Change from baseline to six-months in assessments of functional fitness of sedentary adults who have MS|Change from baseline to six-months in assessments of functional fitness of sedentary adults with MS|Change from baseline to six-months in assessments of functional fitness of sedentary adults who have MS|Change from baseline to six-months in assessments of reported quality of life in people with MS|Change from baseline to six-months in assessments of reported quality of life in people with MS,Change from baseline to six-months in assessments of cognitive performance in sedentary adults with MS|Change from baseline to six-months in assessments of reported barriers self-efficacy in people with MS|Changes in physical activity relating to specified exercise program in sedentary adults with MS|Objective changes in physical activity in sedentary adults with MS|Self-reported changes in physical activity in sedentary adults with MS|Change from baseline to six-months in assessments of reported gait self-efficacy in sedentary adults with MS|Change from baseline to six-months in assessments of reported exercise self-efficacy in sedentary people with MS|Change from baseline to six-months in assessments of reported self-efficacy of walking in sedentary people with MS,False,
NCT01065727,Impact Study of 2 Therapeutic Strategy for Aggressive Remitting Multiple Sclerosis,"Study Impact, on Clinical Outcomes, Quality of Life and Costs of 2 Therapeutic Strategy (Monthly Natalizumab Versus Mitoxantrone Then Immunomodulator) at 3 Years of Follow-up for Aggressive Remitting Multiple Sclerosis",UNKNOWN,2010-02,2016-02,2019-02,2012-12-03,2010-02-09,INTERVENTIONAL,NA,250.0,ESTIMATED,Rennes University Hospital,OTHER,,,Multiple Sclerosis,Reemitting aggressive multiple sclerosis,France,Brest,,2,mitoxantrone - immunomodulator|natalizumab,OTHER|OTHER,cost effectiveness,progressive neurological disability,False,
